,0
lag_1,0.17489867972183543
roll_mean_3,0.12400466962290581
lag_3,0.12046507731243578
roll_std_7,0.0825739879799362
roll_mean_14,0.07830449597096818
lag_14,0.07575200121611553
lag_2,0.07488642905618255
lag_21,0.06428743846575309
roll_std_14,0.060701492633671666
roll_mean_7,0.0503439845304969
roll_std_3,0.05008508369587693
lag_7,0.04369665979382192
dow,0.0
month,0.0
