model,r2_test,rmse_test,cv_r2_mean,cv_r2_std
LinearRegression,0.823096489136301,16.507571911791423,0.8478732935802558,0.019393202303233232
Ridge,0.8230707786626142,16.508771441612847,0.8478789942424092,0.01934326779208873
Lasso,0.8232800297726428,16.499006235177045,0.8479996858995517,0.01938932203097831
SVR_rbf,0.1634285656314487,35.897688719893736,0.14027013937814922,0.008894598695969043
RandomForest,0.953002818131858,8.508458407177336,0.9632138351598544,0.015574255743703172
GradientBoosting,0.9552203371805105,8.305301088717986,0.9638670042873763,0.012082553847152705
AdaBoost,0.7913349618256108,17.928329128231837,0.8406824715506271,0.014038834443457075
KNeighbors,0.03059425962581186,38.64272687241487,0.09514900702134069,0.03575097487350145
MLP,0.9161659482877749,11.363842343707821,0.9188229074195989,0.012720551961940557
